地段位置或門牌,社區簡稱,交易年月,總價(萬元),單價,總面積,主建物佔比,型態,屋齡,樓別/樓高,交易標的,交易筆棟數,建物現況格局,車位總價,管理組織,電梯,主要用途,備註
林湖路５０９號三樓,,111/03/18,700,21.9,31.9,77.45%,華廈(10層含以下有電梯),2,三層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,有,住家用,陽台外推;預售屋、或土地及建物分件登記案件;
瓊安路１３０８號四樓,,111/03/10,558,19.1,31.13,74.82%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,45,無,有,住家用,預售屋、或土地及建物分件登記案件;
頂堡３０８號三樓,,111/03/08,660,16.3,40.5,59.13%,華廈(10層含以下有電梯),,三層/五層,房地(土地+建物)+車位,土:5 建:1車:2,3房2廳2衛,,有,有,住家用,建物第一次登記後移轉
頂堡３０８號,,111/03/08,700,17.3,40.49,59.15%,華廈(10層含以下有電梯),,一層/五層,房地(土地+建物)+車位,土:5 建:1車:2,3房2廳2衛,,有,有,住家用,建物第一次登記後移轉
頂堡３０８號四樓,,111/03/08,660,16.3,40.5,59.13%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物)+車位,土:5 建:1車:2,3房2廳2衛,,有,有,住家用,建物第一次登記後移轉
頂堡３０９號三樓,,111/03/08,500,16.6,30.14,62.88%,華廈(10層含以下有電梯),,三層/五層,房地(土地+建物)+車位,土:5 建:1車:1,2房2廳2衛,,有,有,住家用,建物第一次登記後移轉
頂堡３０９號四樓,,111/03/08,480,15.9,30.14,62.88%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物)+車位,土:5 建:1車:1,2房2廳2衛,,有,有,住家用,建物第一次登記後移轉
頂堡３０６號四樓,,111/03/08,480,18.6,25.78,62.87%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物),土:5 建:1車:0,2房2廳2衛,,有,有,住家用,建物第一次登記後移轉
頂堡３０９號,,111/03/08,500,19.3,25.89,62.97%,華廈(10層含以下有電梯),,一層/五層,房地(土地+建物),土:5 建:1車:0,2房2廳2衛,,有,有,住家用,建物第一次登記後移轉
頂堡３０８號五樓,,111/03/08,680,18.5,36.74,59.14%,華廈(10層含以下有電梯),,五層/五層,房地(土地+建物),土:5 建:1車:0,3房2廳2衛,,有,有,住家用,建物第一次登記後移轉
頂堡３０９號二樓,,111/03/08,430,16.6,25.85,62.88%,華廈(10層含以下有電梯),,二層/五層,房地(土地+建物),土:5 建:1車:0,2房2廳2衛,,有,有,住家用,建物第一次登記後移轉
頂堡３０９號五樓,,111/03/08,480,18.6,25.85,62.88%,華廈(10層含以下有電梯),,五層/五層,房地(土地+建物),土:5 建:1車:0,2房2廳2衛,,有,有,住家用,建物第一次登記後移轉
頂堡３０８號二樓,,111/03/08,650,17.7,36.74,59.14%,華廈(10層含以下有電梯),,二層/五層,房地(土地+建物),土:5 建:1車:0,3房2廳2衛,,有,有,住家用,建物第一次登記後移轉
湖下２１１－９號四樓,,111/03/04,555,23.9,23.26,75.19%,華廈(10層含以下有電梯),1,四層/五層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,有,住家用,
西山５０號五樓,,111/03/03,640,18.7,34.19,71.88%,華廈(10層含以下有電梯),1,五層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,有,住家用,
西山５６號四樓,,111/03/01,545,19.1,28.53,67.93%,華廈(10層含以下有電梯),1,四層/四層,房地(土地+建物),土:2 建:1車:0,2房1廳2衛,,無,有,住家用,
環島西路二段７０９巷２２８號二樓,,111/02/24,535,18.4,29.04,76.61%,華廈(10層含以下有電梯),1,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
東坑２６號,,111/02/22,1377,0,76.37,,透天厝,,全/三層,房地(土地+建物),土:1 建:1車:0,6房2廳7衛,,無,有,住家用,建物第一次登記後移轉
頂堡５之１０號,,111/02/19,765,17.9,42.66,59.66%,華廈(10層含以下有電梯),1,一層/六層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,建物第一次登記後移轉
東堡５１號,,111/02/19,1188,0,49.48,,透天厝,4,全/三層,房地(土地+建物),土:4 建:1車:0,4房2廳3衛,,無,無,住家用,預售屋、或土地及建物分件登記案件;
頂堡５之１１號二樓,,111/02/19,810,17.6,46.83,59.64%,華廈(10層含以下有電梯),1,二層/六層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,60,有,有,住家用,建物第一次登記後移轉
頂堡３０７號五樓,,111/02/16,700,16.2,43.2,59.13%,華廈(10層含以下有電梯),,五層/五層,房地(土地+建物)+車位,土:5 建:1車:1,3房2廳2衛,,有,有,住家用,建物第一次登記後移轉
頂埔下２９號三樓之７,,111/02/08,200,18.9,10.58,64.24%,華廈(10層含以下有電梯),6,三層/三層,房地(土地+建物),土:1 建:1車:0,1房0廳1衛,,有,有,住家用,
西山５６號二樓,,111/02/07,642,18.3,50.09,67.93%,華廈(10層含以下有電梯),1,二層/四層,房地(土地+建物)+車位,土:2 建:1車:4,2房2廳1衛,120,無,有,住家用,
昔果山５７號,,111/01/28,430,22.7,18.95,92.16%,公寓(5樓含以下無電梯),8,一層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,
林湖路５１３號,,111/01/25,830,24.1,34.51,81.35%,公寓(5樓含以下無電梯),2,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,陽台外推;
中堡５之９號二樓,,111/01/19,530,19,27.92,82.08%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
瓊安路１３０８號,,111/01/11,563,20.6,27.39,74.94%,華廈(10層含以下有電梯),,一層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,有,住家用,預售屋、或土地及建物分件登記案件;
林湖路５１１號,,111/01/10,980,20.8,47.14,85.66%,公寓(5樓含以下無電梯),2,"一層,地下一層/三層",房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
頂埔下２９號二樓之１,,110/12/29,220,20.8,10.58,64.24%,華廈(10層含以下有電梯),6,二層/三層,房地(土地+建物),土:1 建:1車:0,1房0廳1衛,,無,有,住家用,
下堡１００之１７號三樓,,110/12/29,260,14.9,17.49,64.75%,公寓(5樓含以下無電梯),8,三層/三層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,,有,無,住家用,
上后垵２９之１號二樓,,110/12/26,350,16.5,21.21,87.33%,公寓(5樓含以下無電梯),9,二層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
東堡５７號,,110/12/21,1180,0,49.52,,透天厝,4,全/三層,房地(土地+建物),土:4 建:1車:0,4房2廳3衛,,無,無,住家用,預售屋、或土地及建物分件登記案件;
安岐６９號,,110/12/13,1600,0,103.76,,透天厝,47,全/二層,房地(土地+建物),土:1 建:1車:0,7房4廳1衛,,無,無,住家用,
湖下２１１－１０號四樓,,110/12/11,520,22.1,23.48,75.24%,公寓(5樓含以下無電梯),1,四層/五層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,建物：3224000元整 土地：1976000元整
東坑１２號,,110/12/08,700,20.4,34.34,78.68%,華廈(10層含以下有電梯),2,一層/五層,房地(土地+建物),土:2 建:1車:0,3房1廳2衛,,無,有,住家用,
湖下２１１－８號五樓,,110/12/08,530,22.6,23.48,75.24%,公寓(5樓含以下無電梯),1,五層/五層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,建物：3286000元整 土地：2014000元整
埔邊１７之９號二樓,,110/12/07,260,21.2,12.26,46.52%,華廈(10層含以下有電梯),6,二層/三層,房地(土地+建物),土:1 建:1車:0,1房0廳1衛,,無,有,住家用,
瓊安路１３０８號三樓,,110/12/06,520,19.4,26.82,74.82%,華廈(10層含以下有電梯),,三層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,有,住家用,
下埔下１２之２號二樓,,110/12/06,660,21.8,30.33,79.41%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:2車:0,3房2廳2衛,,無,無,住家用,
東堡５２號,,110/12/04,1176,0,49.52,,透天厝,4,全/三層,房地(土地+建物),土:4 建:1車:0,4房2廳3衛,,無,無,住家用,預售屋、或土地及建物分件登記案件;
頂堡５之１２號,,110/12/03,830,17.9,47.07,59.90%,華廈(10層含以下有電梯),1,一層/六層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,60,有,有,住家用,建物第一次登記後移轉
湖下３８０之１６號四樓,,110/12/02,425,22.3,19.05,73.29%,華廈(10層含以下有電梯),1,四層/四層,房地(土地+建物),土:2 建:1車:0,2房1廳1衛,,有,有,住家用,
下埔下１２之２號三樓,,110/12/02,700,23.1,30.33,79.41%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:2車:0,3房2廳2衛,,無,無,住家用,
頂堡６之７號,,110/12/01,385,29,13.29,85.36%,公寓(5樓含以下無電梯),4,一層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,
昔果山１６之３號,,110/11/30,580,19.1,30.29,85.76%,公寓(5樓含以下無電梯),9,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
東洲８之８號３樓,,110/11/29,600,23.4,25.69,79.40%,公寓(5樓含以下無電梯),1,三層/三層,房地(土地+建物),土:1 建:2車:0,3房1廳2衛,,無,無,住家用,
下堡１００之１０號,,110/11/28,710,16.8,42.33,73.81%,公寓(5樓含以下無電梯),8,一層/三層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,無,住家用,
東堡５８號,,110/11/26,1180,0,49.52,,透天厝,4,全/三層,房地(土地+建物),土:4 建:1車:0,4房2廳3衛,,無,無,住家用,預售屋、或土地及建物分件登記案件;
仁愛新１０３號三樓,,110/11/25,625,21.7,28.8,83.96%,公寓(5樓含以下無電梯),9,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
安岐５０之６號,,110/11/22,440,22,19.97,83.58%,公寓(5樓含以下無電梯),6,一層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
瓊安路１３０２號五樓,,110/11/21,600,20,30.01,71.86%,華廈(10層含以下有電梯),,五層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,有,住家用,預售屋、或土地及建物分件登記案件;
安岐３５２號二樓,,110/11/20,562,21.2,26.5,72.84%,華廈(10層含以下有電梯),2,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,有,住家用,
東堡５９號,,110/11/20,1150,0,49.52,,透天厝,4,全/三層,房地(土地+建物),土:4 建:1車:0,4房2廳3衛,,無,無,住家用,預售屋、或土地及建物分件登記案件;
下堡２２９號,,110/11/17,480,11.6,41.45,88.01%,公寓(5樓含以下無電梯),4,"一層,地下一層/三層",房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,有,無,住家用,陽台外推;預售屋、或土地及建物分件登記案件;
頂堡２５２號三樓,,110/11/16,640,21.5,29.75,86.54%,華廈(10層含以下有電梯),6,三層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,有,住家用,
安岐２７０之３號二樓,,110/11/14,555,20.3,27.34,82.60%,公寓(5樓含以下無電梯),7,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,
下埔下６之３號三樓,,110/11/11,400,23.9,16.71,80.90%,公寓(5樓含以下無電梯),4,三層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,
湖下２１１－９號二樓,,110/11/11,470,20.2,23.26,75.19%,華廈(10層含以下有電梯),1,二層/五層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,有,住家用,
林湖路５０９號二樓,,110/11/09,660,20.7,31.9,77.45%,華廈(10層含以下有電梯),2,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,有,住家用,建物第一次登記後移轉 預售屋、或土地及建物分件登記案件;
東坑２０號,,110/11/05,750,0,35.24,,透天厝,6,全/三層,房地(土地+建物),土:2 建:1車:0,4房2廳4衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
下埔下６之５號二樓,,110/11/02,405,24.2,16.76,80.95%,公寓(5樓含以下無電梯),4,二層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,
埔邊１７之７號二樓,,110/11/02,253,20.6,12.3,46.69%,華廈(10層含以下有電梯),6,二層/三層,房地(土地+建物),土:1 建:1車:0,,,無,有,住家用,
湖下２１１－１０號三樓,,110/10/29,477,20.3,23.48,75.24%,華廈(10層含以下有電梯),1,三層/五層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,有,住家用,
湖下２１１－８號二樓,,110/10/28,480,20.4,23.48,75.24%,華廈(10層含以下有電梯),1,二層/五層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,有,住家用,建物價金係新台幣2976000元整 土地價金係新台幣1824000元整
湖下２１１－９號三樓,,110/10/19,477,20.5,23.26,75.19%,華廈(10層含以下有電梯),1,三層/五層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,有,住家用,
前厝４６之１０號,,110/10/18,800,15,53.19,66.06%,華廈(10層含以下有電梯),4,一層/三層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,有,住家用,
下埔下６之５號三樓,,110/10/15,400,23.9,16.76,80.95%,公寓(5樓含以下無電梯),4,三層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,
湖下２２３之７號,,110/10/13,850,15.6,54.45,92.87%,華廈(10層含以下有電梯),9,一層/一層,房地(土地+建物),土:5 建:1車:0,3房1廳2衛,,無,有,住家用,買方除買賣價金外，另負擔土地增值稅。其他增建;
湖下３８０之１７號四樓,,110/10/13,450,23.8,18.89,74.83%,華廈(10層含以下有電梯),1,四層/四層,房地(土地+建物),土:2 建:1車:0,2房1廳1衛,,有,有,住家用,預售屋、或土地及建物分件登記案件;
頂堡５之９號二樓,,110/10/08,700,16.3,42.93,59.88%,華廈(10層含以下有電梯),1,二層/六層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
下堡１００之２９號二樓之３,,110/10/04,507,21.8,23.3,78.63%,公寓(5樓含以下無電梯),7,二層/三層,房地(土地+建物),土:1 建:3車:0,1房1廳1衛,,無,無,住家用,
環島西路二段７０９巷２２８號三樓,,110/10/04,500,17.2,29.04,76.61%,華廈(10層含以下有電梯),,三層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,有,住家用,
西浦頭７９之８號,,110/10/02,900,0,57.15,,透天厝,6,全/三層,房地(土地+建物),土:2 建:1車:0,5房2廳5衛,,無,無,住家用,
東洲７６之１號二樓,,110/09/28,750,17.8,42.22,58.09%,華廈(10層含以下有電梯),6,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,含停車位編號:4號停車空間之使用權。
榜林４２號三樓,,110/09/25,620,20.9,29.74,81.29%,公寓(5樓含以下無電梯),6,三層/三層,房地(土地+建物),土:1 建:2車:0,3房2廳2衛,,無,無,住家用,
西山５１號四樓,,110/09/14,425,18.1,23.45,69.06%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物),土:2 建:1車:0,2房2廳2衛,,無,有,住家用,建物第一次登記後移轉
下堡２２６號三樓,,110/09/14,425,17.2,24.78,76.62%,公寓(5樓含以下無電梯),4,三層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,有,無,住家用,陽台外推;預售屋、或土地及建物分件登記案件;
湖下２３之３號三樓,,110/09/14,360,15.2,23.65,76.77%,公寓(5樓含以下無電梯),3,三層/三層,房地(土地+建物),土:1 建:2車:0,2房1廳1衛,,無,無,住家用,
埔後３２之１號三樓之３,,110/09/13,210,21.9,9.57,79.58%,公寓(5樓含以下無電梯),6,三層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,含傢俱設備費;
西山５２號四樓,,110/09/13,428,18.6,23.02,70.35%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物),土:2 建:1車:0,2房2廳2衛,,無,有,住家用,建物第一次登記後移轉
湖下２３之３號,,110/09/12,360,16,22.44,80.94%,公寓(5樓含以下無電梯),3,一層/三層,房地(土地+建物),土:1 建:2車:0,2房1廳1衛,,無,無,住家用,
湖下２３之３號二樓,,110/09/10,360,15.2,23.65,76.77%,公寓(5樓含以下無電梯),3,二層/三層,房地(土地+建物),土:1 建:2車:0,2房1廳1衛,,無,無,住家用,
中堡８之５號,,110/09/10,560,17.4,32.12,76.01%,華廈(10層含以下有電梯),4,一層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,有,有,住家用,
埔邊２２號,,110/09/10,1080,0,47.92,,透天厝,27,全/三層,房地(土地+建物),土:1 建:1車:0,8房3廳4衛,,無,無,住家用,頂樓加蓋;
湖下１５之１號二樓,,110/09/09,380,22.2,17.12,82.75%,公寓(5樓含以下無電梯),4,二層/三層,房地(土地+建物),土:1 建:2車:0,2房1廳2衛,,無,無,住家用,
東堡５３號,,110/09/07,1200,0,48.17,,透天厝,4,全/三層,房地(土地+建物),土:3 建:1車:0,4房2廳3衛,,無,無,住家用,預售屋、或土地及建物分件登記案件;
西山５３號三樓,,110/09/04,400,17.2,23.21,70.60%,華廈(10層含以下有電梯),,三層/五層,房地(土地+建物),土:2 建:1車:0,2房2廳2衛,,無,有,住家用,建物第一次登記後移轉
頂埔下２９號三樓之３,,110/09/02,215,20.3,10.58,64.24%,公寓(5樓含以下無電梯),6,三層/三層,房地(土地+建物),土:1 建:1車:0,,,無,無,住家用,
瓊安路３７號,,110/09/02,975,0,52.44,,透天厝,,全/四層,房地(土地+建物),土:2 建:1車:0,3房1廳4衛,,無,無,住家用,建物第一次登記後移轉
西山５０號三樓,,110/09/01,510,14.9,34.2,71.88%,華廈(10層含以下有電梯),,三層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,有,住家用,建物第一次登記後移轉
西山５１號二樓,,110/09/01,420,17.9,23.45,69.06%,華廈(10層含以下有電梯),,二層/五層,房地(土地+建物),土:2 建:1車:0,2房2廳2衛,,無,有,住家用,建物第一次登記後移轉
