地段位置或門牌,總價(萬元),單價,總面積,主建物佔比,型態,樓別/樓高,交易筆棟數,建物現況格局,管理組織,電梯,交易年份
東坑１１之２號,510.0,20.6,24.72,81.27%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,3房2廳2衛,無,無,108
下后垵５８號５樓,735.0,20.1,36.5,79.80%,華廈(10層含以下有電梯),五層/五層,土:2 建:1車:0,3房2廳2衛,無,有,108
頂堡２９９號二樓,590.0,16.2,36.48,71.53%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房2廳2衛,無,無,108
頂堡２４７號二樓,403.0,16.9,23.81,80.37%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房1廳2衛,無,無,108
下堡１９８號三樓,210.0,19.2,10.91,80.21%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,1房1廳1衛,無,無,108
頂堡２９９號三樓,640.0,17.5,36.48,71.53%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房2廳2衛,無,無,108
頂堡２４８號,450.0,20.1,22.42,85.35%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,2房1廳2衛,無,無,108
頂堡２４６號三樓,480.0,20.2,23.81,80.37%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,2房1廳2衛,無,無,108
頂堡２４６號二樓,405.0,17.0,23.81,80.37%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房1廳2衛,無,無,108
頂堡２４９號,460.0,20.5,22.42,85.35%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,2房1廳2衛,無,無,108
頂堡２４９號二樓,400.0,16.8,23.82,80.36%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房1廳2衛,無,無,108
頂堡２４７號三樓,500.0,21.0,23.81,80.37%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,2房1廳2衛,無,無,108
安岐２９０號四樓之１,650.0,21.4,30.37,80.66%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,3房2廳2衛,無,無,108
東洲９１號三樓,600.0,19.2,31.25,81.02%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,2房1廳3衛,無,無,108
東洲９１號二樓,400.0,12.8,31.25,81.02%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房1廳3衛,無,無,108
東洲９１號,700.0,22.5,31.1,81.41%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,2房1廳3衛,無,無,108
下堡１９６號三樓,210.0,19.2,10.91,80.21%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,1房1廳1衛,無,無,108
頂埔下２３之６號三樓,420.0,17.8,23.55,81.16%,公寓(5樓含以下無電梯),三層/三層,土:2 建:1車:0,2房2廳1衛,無,無,108
下埔下６之６號二樓,550.0,15.0,36.58,88.86%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房2廳4衛,無,無,108
東洲段９３號３樓,460.0,16.1,28.5,85.22%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房2廳2衛,無,無,108
下埔下１２０號三樓,560.0,20.8,26.93,79.19%,華廈(10層含以下有電梯),三層/五層,土:2 建:1車:0,3房2廳2衛,無,無,108
西山１７號三樓,450.0,15.8,28.56,75.13%,華廈(10層含以下有電梯),三層/五層,土:2 建:1車:0,3房2廳2衛,無,有,108
下堡２２９號二樓,399.0,16.1,24.78,76.62%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房2廳2衛,無,無,108
榜林６之１２號二樓,530.0,21.4,24.82,84.13%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房1廳1衛,無,無,108
西山１７號五樓,460.0,16.1,28.56,75.13%,華廈(10層含以下有電梯),五層/五層,土:2 建:1車:0,3房2廳2衛,無,有,108
東洲７６號二樓之一,350.0,20.6,16.96,57.47%,華廈(10層含以下有電梯),二層/三層,土:1 建:1車:0,1房1廳1衛,無,無,108
下后垵５９號４樓,700.0,18.2,38.4,80.42%,華廈(10層含以下有電梯),四層/五層,土:2 建:1車:0,3房2廳2衛,無,有,108
湖下２３１之１號三樓,370.0,15.1,24.55,83.64%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房1廳2衛,無,無,108
下堡２０１號二樓,700.0,19.2,36.42,80.13%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房2廳2衛,有,無,108
下后垵５８號３樓,730.0,20.0,36.5,79.80%,華廈(10層含以下有電梯),三層/五層,土:2 建:1車:0,3房2廳2衛,無,有,108
西山１７號四樓,436.0,15.3,28.56,75.13%,華廈(10層含以下有電梯),四層/五層,土:2 建:1車:0,3房2廳2衛,無,有,108
西堡３９之８號二樓,380.0,19.8,19.18,77.19%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房2廳1衛,無,無,108
下堡２２６號二樓,420.0,17.0,24.78,76.62%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房2廳2衛,無,無,108
安岐３５２號四樓,490.0,18.5,26.5,72.83%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,3房2廳2衛,無,無,108
頂堡９７之５號三樓,630.0,17.7,35.63,74.25%,公寓(5樓含以下無電梯),三層/三層,土:2 建:1車:0,3房2廳2衛,無,無,108
頂堡９７之６號三樓,700.0,18.9,37.01,75.25%,公寓(5樓含以下無電梯),三層/三層,土:2 建:1車:0,3房2廳2衛,無,無,108
下堡１９７號二樓,206.0,18.9,10.91,80.21%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,1房1廳1衛,無,無,108
下堡２２７號二樓,525.0,17.4,30.15,78.49%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房1廳2衛,無,無,108
安岐３５１號三樓,535.0,18.6,28.7,72.96%,華廈(10層含以下有電梯),三層/五層,土:1 建:1車:0,3房2廳2衛,無,無,108
西堡３９之７號三樓,525.0,19.8,26.47,82.88%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房2廳2衛,無,無,108
西堡３９之８號三樓,380.0,19.8,19.18,77.19%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,2房2廳1衛,無,無,108
湖南１３之１８號,568.0,21.3,26.62,81.41%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,2房2廳2衛,無,無,108
埔邊１４２號地下一樓,100.0,35.5,2.82,66.38%,華廈(10層含以下有電梯),地下一層/三層,土:1 建:1車:0,1房1廳1衛,無,無,108
安岐３５１號二樓,520.0,18.1,28.7,72.96%,華廈(10層含以下有電梯),二層/五層,土:1 建:1車:0,3房2廳2衛,無,無,108
安岐３５２號五樓,488.0,18.4,26.5,72.83%,華廈(10層含以下有電梯),五層/五層,土:1 建:1車:0,3房2廳2衛,無,無,108
下后垵５９號５樓,700.0,18.2,38.4,80.42%,華廈(10層含以下有電梯),五層/五層,土:2 建:1車:0,3房2廳2衛,無,有,108
西堡３９之７號二樓,525.0,19.8,26.47,82.88%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房2廳2衛,無,無,108
安岐４８之１３號,510.0,19.0,26.84,94.06%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,3房2廳2衛,無,無,108
下后垵５８號４樓,700.0,19.2,36.5,79.80%,華廈(10層含以下有電梯),四層/五層,土:2 建:1車:0,3房2廳2衛,無,有,108
榜林６之１１號二樓,615.0,23.4,26.31,84.10%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房2廳2衛,無,無,108
東州９３號,560.0,21.5,26.08,93.11%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,3房2廳2衛,無,無,108
東州９３號二樓,560.0,19.6,28.5,85.22%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房2廳2衛,無,無,108
下堡１９９號,111.5,20.1,5.55,80.50%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,1房1廳1衛,無,無,108
頂埔下２９號二樓之１９,240.0,20.6,11.67,64.07%,華廈(10層含以下有電梯),二層/三層,土:1 建:1車:0,1房1廳1衛,無,無,108
下堡１９６號二樓,206.0,18.9,10.91,80.21%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,1房1廳1衛,無,無,108
埔邊１４２號地下一樓,100.0,35.5,2.82,66.38%,華廈(10層含以下有電梯),地下一層/三層,土:1 建:1車:0,1房1廳1衛,無,無,108
下堡１９８號二樓,215.0,19.7,10.91,80.21%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,1房1廳1衛,無,無,108
安岐２２２號,550.0,21.3,25.86,90.30%,公寓(5樓含以下無電梯),一層/三層,土:2 建:1車:0,3房2廳2衛,無,無,108
昔果山８６之２號五樓,555.0,18.0,30.77,78.17%,華廈(10層含以下有電梯),五層/五層,土:2 建:1車:0,3房2廳2衛,無,無,108
昔果山８６之２號四樓,560.0,18.2,30.77,78.17%,華廈(10層含以下有電梯),四層/五層,土:2 建:1車:0,3房2廳2衛,無,無,108
昔果山８６之１號二樓,550.0,18.0,30.53,77.99%,華廈(10層含以下有電梯),二層/五層,土:2 建:1車:0,3房2廳2衛,無,無,108
昔果山８６之１號,580.0,19.0,30.53,77.99%,華廈(10層含以下有電梯),一層/五層,土:2 建:1車:0,3房2廳2衛,無,無,108
昔果山８６之１號五樓,570.0,18.5,30.77,78.17%,華廈(10層含以下有電梯),五層/五層,土:2 建:1車:0,3房2廳2衛,無,無,108
昔果山８６之１號四樓,545.0,17.8,30.68,78.10%,華廈(10層含以下有電梯),四層/五層,土:2 建:1車:0,3房2廳2衛,無,無,108
昔果山８６之１號三樓,555.0,18.2,30.53,77.99%,華廈(10層含以下有電梯),三層/五層,土:2 建:1車:0,3房2廳2衛,無,無,108
西堡３９之６號,375.0,21.4,17.5,81.28%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,2房2廳1衛,無,無,108
西堡３９之７號,555.0,21.0,26.47,82.88%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,3房2廳2衛,無,無,108
西堡３９之８號,410.0,21.4,19.18,77.19%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,2房2廳1衛,無,無,108
西堡３９之５號二樓,380.0,19.7,19.24,78.84%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房2廳1衛,無,無,108
西堡３９之５號三樓,380.0,19.7,19.24,78.84%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,2房2廳1衛,無,無,108
西堡３９之６號三樓,345.0,19.7,17.5,81.28%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,2房2廳1衛,無,無,108
西堡３９之６號二樓,345.0,19.7,17.5,81.28%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房2廳1衛,無,無,108
西堡３９之５號,400.0,21.7,18.44,82.28%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,2房2廳1衛,無,無,108
下堡２２８號二樓,500.0,17.2,29.05,81.46%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房2廳2衛,無,無,108
前厝４６之９號,570.0,12.0,47.49,66.30%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:1,3房2廳2衛,無,無,108
前厝４６之１０號二樓,690.0,13.0,53.19,63.31%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:1,3房2廳2衛,無,無,108
安岐３５２號,538.0,20.3,26.5,72.84%,華廈(10層含以下有電梯),一層/五層,土:1 建:1車:0,3房2廳2衛,無,無,108
安岐３５１號四樓,510.0,17.8,28.7,72.96%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,3房2廳2衛,無,無,108
下堡１９９號,223.0,20.1,11.11,80.48%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,1房1廳1衛,無,無,108
下堡１９８號,222.0,20.3,10.91,80.21%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,1房1廳1衛,無,無,108
下堡１９６號,218.0,20.0,10.91,80.21%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,1房1廳1衛,無,無,108
安岐３５１號,600.0,20.9,28.7,72.96%,華廈(10層含以下有電梯),一層/五層,土:1 建:1車:0,3房2廳2衛,無,無,108
湖下２３１之１號二樓,380.0,15.5,24.55,83.64%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房1廳2衛,無,無,108
下堡１９９號二樓,220.0,19.8,11.11,80.50%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,1房1廳1衛,無,無,108
湖下２３１之２號,400.0,17.0,23.53,78.38%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,3房1廳2衛,無,無,108
湖下２３１之２號二樓,380.0,16.1,23.53,78.38%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房1廳2衛,無,無,108
安岐２２９號二樓,550.0,19.3,28.56,83.98%,公寓(5樓含以下無電梯),二層/三層,土:2 建:1車:0,3房2廳2衛,無,無,108
東州７６之１號３樓,850.0,20.1,42.22,58.09%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房2廳2衛,無,無,108
下堡１９７號,218.0,20.0,10.91,80.21%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,1房1廳1衛,無,無,108
環島西路二段９０１巷１弄３８號二樓,580.0,16.7,34.74,75.59%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房2廳2衛,無,無,108
環島西路二段９０１巷１弄３８號三樓,580.0,16.7,34.74,75.59%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房2廳2衛,無,無,108
上后垵１１之３號二樓,350.0,18.1,19.31,80.59%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房1廳2衛,無,無,108
下埔下１１９號四樓,580.0,21.4,27.05,79.28%,華廈(10層含以下有電梯),四層/五層,土:2 建:1車:0,3房2廳2衛,無,無,108
下埔下１２０號,620.0,25.0,24.77,86.10%,華廈(10層含以下有電梯),一層/五層,土:2 建:1車:0,3房2廳2衛,無,無,108
下埔下１２０號二樓,550.0,20.4,26.93,79.19%,華廈(10層含以下有電梯),二層/五層,土:2 建:1車:0,3房2廳2衛,無,無,108
下埔下１２０號三樓,550.0,20.4,26.93,79.19%,華廈(10層含以下有電梯),三層/五層,土:2 建:1車:0,3房2廳2衛,無,無,108
下埔下１２０號四樓,550.0,20.3,27.05,79.28%,華廈(10層含以下有電梯),四層/五層,土:2 建:1車:0,3房2廳2衛,無,無,108
下埔下１２０號五樓,620.0,22.9,27.05,79.28%,華廈(10層含以下有電梯),五層/五層,土:2 建:1車:0,3房2廳2衛,無,無,108
湖南１３之１８號三樓,705.0,20.1,35.05,81.22%,公寓(5樓含以下無電梯),"三層,見其他登記事項/三層",土:1 建:1車:0,3房2廳2衛,無,無,107
上后垵１１３號３樓,380.0,19.7,19.31,80.59%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,2房1廳2衛,無,無,107
上后垵１１２號,400.0,21.3,18.76,90.54%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,2房1廳2衛,無,無,107
湖下４３之６號三樓,600.0,20.6,29.09,86.19%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房2廳2衛,無,無,107
安岐３５２號二樓,498.0,18.8,26.5,72.84%,華廈(10層含以下有電梯),二層/五層,土:1 建:1車:0,3房2廳2衛,無,無,107
安岐３５２號三樓,485.0,18.3,26.5,72.84%,華廈(10層含以下有電梯),三層/五層,土:1 建:1車:0,3房2廳2衛,無,無,107
湖南１３之１７號,545.0,20.5,26.62,81.41%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,2房2廳2衛,無,無,107
前厝４７號,490.0,22.7,21.59,84.12%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,3房1廳2衛,無,無,107
湖南１３之１６號,545.0,20.5,26.62,81.41%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,2房2廳2衛,無,無,107
埔邊３９號三樓,870.0,23.3,37.41,79.89%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房1廳2衛,無,無,107
湖南１３之１６號二樓,510.0,19.2,26.62,81.41%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房2廳2衛,無,無,107
湖南１３之１５號,548.0,20.6,26.62,81.41%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,2房2廳2衛,無,無,107
湖南１３之１８號二樓,506.0,19.0,26.62,81.41%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房2廳2衛,無,無,107
湖南１３之１６號三樓,705.0,20.1,35.05,81.22%,公寓(5樓含以下無電梯),"三層,見其他登記事項/三層",土:1 建:1車:0,3房2廳2衛,無,無,107
湖南１３之１５號三樓,705.0,20.1,35.05,81.22%,公寓(5樓含以下無電梯),"三層,見其他登記事項/三層",土:1 建:1車:0,3房2廳2衛,無,無,107
湖南１３之１５號二樓,510.0,19.2,26.62,81.41%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房2廳2衛,無,無,107
湖南１３之１７號二樓,510.0,19.2,26.62,81.41%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房2廳2衛,無,無,107
下堡２０２號二樓,705.0,19.5,36.1,80.01%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房2廳2衛,無,無,107
湖下２３６之１號,420.0,15.9,26.38,82.30%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,3房1廳2衛,無,無,107
盤山村頂堡６６之７號,560.0,19.0,29.42,86.95%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,3房2廳2衛,無,無,107
西浦頭７９之１２號三樓,390.0,16.2,24.06,81.58%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房1廳2衛,無,無,107
下堡１９１號,228.0,20.9,10.92,80.19%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,1房1廳1衛,無,無,107
埔邊３７號二樓,790.0,22.8,34.6,87.46%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房2廳2衛,無,無,107
下埔下３２８號,720.0,22.7,31.76,88.13%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,3房2廳3衛,無,無,107
湖下２１２之８號三樓,350.0,17.5,19.97,83.70%,公寓(5樓含以下無電梯),三層/三層,土:2 建:1車:0,2房2廳1衛,無,無,107
下堡２２７號二樓,556.0,18.4,30.15,78.49%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房2廳2衛,無,無,107
下堡１４９之１６號,700.0,15.3,45.7,79.08%,華廈(10層含以下有電梯),一層/三層,土:1 建:1車:1,4房2廳2衛,無,無,107
下堡１４９之１６號二樓,760.0,15.3,49.56,72.95%,華廈(10層含以下有電梯),二層/三層,土:1 建:1車:1,4房2廳2衛,無,無,107
下堡１４９之１６號三樓,720.0,14.6,49.22,72.95%,華廈(10層含以下有電梯),三層/三層,土:1 建:1車:1,4房2廳2衛,無,無,107
下堡１４９之１７號三樓,700.0,14.6,48.07,72.98%,華廈(10層含以下有電梯),三層/三層,土:1 建:1車:1,4房2廳2衛,無,無,107
下堡１４９之１７號,720.0,15.2,47.3,78.95%,華廈(10層含以下有電梯),一層/三層,土:1 建:1車:1,4房2廳2衛,無,無,107
下堡１４９之１７號二樓,775.0,16.0,48.41,72.98%,華廈(10層含以下有電梯),二層/三層,土:1 建:1車:1,4房2廳3衛,無,無,107
榜林６之１１號,600.0,22.8,26.31,84.10%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,3房1廳2衛,無,無,107
榜林６之１１號三樓,590.0,22.4,26.31,84.10%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房1廳2衛,無,無,107
榜林６之１２號,580.0,23.4,24.82,84.13%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,2房1廳2衛,無,無,107
榜林６之１１號二樓,580.0,22.0,26.31,84.10%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房1廳2衛,無,無,107
下堡１９５號三樓,725.0,19.8,36.68,91.33%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房2廳2衛,無,無,107
下堡１００之１１號,480.0,16.1,29.84,69.21%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,3房0廳3衛,無,無,107
東州７６之２號三樓,700.0,16.0,43.71,57.91%,華廈(10層含以下有電梯),三層/三層,土:1 建:1車:1,3房2廳2衛,無,無,107
安岐４８之１０號,450.0,18.6,24.19,89.26%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,2房2廳2衛,無,無,107
東州７６２號２樓,730.0,16.6,43.94,57.61%,華廈(10層含以下有電梯),二層/三層,土:1 建:1車:1,3房2廳2衛,無,無,107
湖下２３６之１號三樓,480.0,17.2,27.95,77.68%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房2廳2衛,無,無,107
下堡２２７號,690.0,17.7,38.88,91.28%,公寓(5樓含以下無電梯),"一層,地下一層/三層",土:1 建:1車:0,3房2廳2衛,無,無,107
下堡１００之１２號,180.0,14.0,12.81,57.63%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:1,4房1廳4衛,無,無,107
安岐２９０號二樓之１,607.0,20.0,30.37,80.66%,華廈(10層含以下有電梯),二層/五層,土:1 建:1車:0,3房2廳2衛,無,無,107
安岐２９１號四樓,630.0,20.3,31.0,78.47%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,3房2廳2衛,無,無,107
安岐４８之１２號三樓,470.0,16.1,29.14,85.74%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房2廳2衛,無,無,107
前厝４７號,470.0,21.8,21.59,84.12%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,2房2廳2衛,無,無,107
頂堡９７之５號二樓,600.0,16.8,35.63,74.25%,公寓(5樓含以下無電梯),二層/三層,土:2 建:1車:0,3房2廳2衛,無,無,107
安岐４８之１１號,470.0,16.5,28.43,89.96%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,3房2廳2衛,無,無,107
安岐２９０號二樓,410.0,18.3,22.46,80.47%,華廈(10層含以下有電梯),二層/五層,土:1 建:1車:0,2房1廳2衛,無,無,107
安岐２９０號四樓,440.0,19.6,22.46,80.47%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,2房1廳2衛,無,無,107
安岐２９０號五樓,400.0,17.8,22.46,80.47%,華廈(10層含以下有電梯),五層/五層,土:1 建:1車:0,2房1廳2衛,無,無,107
安岐２９１號五樓,650.0,21.0,31.0,78.47%,華廈(10層含以下有電梯),五層/五層,土:1 建:1車:0,3房2廳2衛,無,無,107
頂埔下２９號二樓之１１,240.0,22.5,10.68,64.46%,華廈(10層含以下有電梯),二層/三層,土:1 建:1車:0,,無,無,107
安岐４８之１１號二樓,465.0,16.4,28.42,85.40%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房2廳2衛,無,無,107
安岐２９１號三樓,620.0,20.0,31.0,78.47%,華廈(10層含以下有電梯),三層/五層,土:1 建:1車:0,3房2廳2衛,無,無,107
前厝４６之８號,780.0,18.6,41.99,66.02%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:1,2房2廳2衛,無,無,107
安岐２９１號,650.0,22.2,29.3,82.96%,華廈(10層含以下有電梯),一層/五層,土:1 建:1車:0,3房2廳2衛,無,無,107
安岐２９１號二樓,580.0,18.7,31.0,78.47%,華廈(10層含以下有電梯),二層/五層,土:1 建:1車:0,3房2廳2衛,無,無,107
安岐２９０號五樓之１,651.0,21.4,30.37,80.66%,華廈(10層含以下有電梯),五層/五層,土:1 建:1車:0,3房2廳2衛,無,無,107
安岐２９０號三樓,400.0,17.8,22.46,80.47%,華廈(10層含以下有電梯),三層/五層,土:1 建:1車:0,2房1廳2衛,無,無,107
安岐２９０號三樓之１,607.2,20.0,30.37,80.66%,華廈(10層含以下有電梯),三層/五層,土:1 建:1車:0,3房2廳2衛,無,無,107
湖下１４２之６號,400.0,14.2,28.13,75.95%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,2房2廳2衛,無,無,107
湖下２１３之６號三樓,535.0,12.1,44.33,59.45%,公寓(5樓含以下無電梯),三層/三層,土:2 建:1車:1,3房2廳2衛,無,無,107
湖下２１３之７號三樓,525.0,12.9,40.61,59.44%,公寓(5樓含以下無電梯),三層/三層,土:2 建:1車:0,3房2廳2衛,無,無,107
湖下２１３之３號三樓,520.0,11.7,44.17,59.29%,公寓(5樓含以下無電梯),三層/三層,土:2 建:1車:1,3房2廳2衛,無,無,107
湖下２１３之５號,545.0,13.3,41.29,63.82%,公寓(5樓含以下無電梯),一層/三層,土:2 建:1車:1,3房2廳2衛,無,無,107
湖下２１３之７號二樓,530.0,13.1,40.57,59.51%,公寓(5樓含以下無電梯),二層/三層,土:2 建:1車:0,3房1廳2衛,無,無,107
仁愛新?６６之２號三樓,420.0,21.3,19.71,88.58%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,2房1廳1衛,無,無,107
湖下２１３之８號二樓,530.0,13.1,40.41,59.34%,公寓(5樓含以下無電梯),二層/三層,土:2 建:1車:0,3房1廳2衛,無,無,107
安岐２７０之１號三樓,439.0,16.9,25.96,81.19%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房2廳2衛,無,無,107
頂堡３００號二樓,610.0,17.0,35.95,71.11%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房2廳2衛,無,無,107
西浦頭７９之１２號二樓,440.0,19.0,23.21,84.56%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房1廳2衛,無,無,107
頂堡９７之３號二樓,600.0,16.2,37.01,75.25%,公寓(5樓含以下無電梯),二層/三層,土:2 建:1車:0,3房2廳2衛,無,無,107
湖下２１３之６號二樓,515.0,11.6,44.29,59.51%,公寓(5樓含以下無電梯),二層/三層,土:2 建:1車:1,3房2廳2衛,無,無,107
仁愛新?６６之３號二樓,400.0,21.1,18.93,85.81%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房2廳1衛,無,無,107
仁愛新?６６之２號,450.0,23.9,18.8,88.56%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,1房1廳1衛,無,無,107
仁愛新?６６之２號二樓,420.0,21.3,19.71,88.58%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房1廳1衛,無,無,107
湖下２１３之９號,795.0,12.8,63.61,63.82%,公寓(5樓含以下無電梯),一層/三層,土:2 建:1車:1,3房2廳2衛,無,無,106
埔後１８之１號,690.0,23.6,29.3,79.51%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,3房2廳2衛,無,無,106
埔後１８之１號二樓,663.0,22.6,29.3,79.51%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房2廳2衛,無,無,106
埔後１８之１號三樓,678.0,23.1,29.3,79.51%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房2廳2衛,無,無,106
湖南３２之１５號二樓,494.0,17.7,27.93,88.78%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房2廳2衛,無,無,106
湖南３２之１６號二樓,494.0,17.7,27.93,88.78%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房2廳2衛,無,無,106
湖南３２之１６號三樓,494.0,17.7,27.93,88.78%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房2廳2衛,無,無,106
湖南３２之１７號二樓,366.0,17.4,20.99,84.53%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房1廳2衛,無,無,106
